movieId,title,year,genres,imdb_rating,mood
80825,Shadows (Senki),2007,Drama Horror Mystery Thriller,6.9,Emotional
80831,Let Me In,2010,Drama Horror Mystery,7.5,Emotional
80834,Sintel,2010,Animation Fantasy,5.7,Joy
80836,Big Buck Bunny,2008,Animation Comedy,7.8,Joy
80839,Secretariat,2010,Adventure Drama,4.0,Excitement
80844,Lake Mungo,2008,Drama Mystery Thriller,5.6,Emotional
80846,Devil,2010,Horror Mystery Thriller,8.4,Thrilled
80848,Looking for Cheyenne,2005,Drama Romance,5.8,Emotional
80858,You Again,2010,Comedy,8.0,Happy
80860,Life as We Know It,2010,Comedy Romance,3.7,Happy
80862,Catfish,2010,Documentary Mystery,6.5,Inspired
80864,You Will Meet a Tall Dark Stranger,2010,Comedy Romance,5.8,Happy
80870,Dark House,2009,Horror Thriller,5.9,Thrilled
80880,Stone,2010,Drama Thriller,6.8,Emotional
80891,Hunger,2009,Horror Thriller,6.8,Thrilled
80893,Grimm Love,2006,Crime Drama Horror Thriller,5.8,Curious
80906,Inside Job,2010,Documentary,7.7,Inspired
80908,Leaving (Partir),2009,Drama Romance,6.7,Emotional
80917,Monsters,2010,Drama Sci-Fi,6.9,Emotional
80924,Where the Red Fern Grows,2003,Drama,6.6,Emotional
80928,David Cross: Bigger & Blackerer,2010,Comedy Documentary,7.9,Happy
80939,Conviction,2010,Drama,5.8,Emotional
80947,Bran Nue Dae,2009,Comedy Musical,6.6,Happy
80967,Harmony and Me,2009,Comedy,4.8,Happy
80969,Never Let Me Go,2010,Drama Romance Sci-Fi,4.6,Emotional
81000,To the Limit (Am Limit),2007,Documentary,6.0,Inspired
81014,Hush,2009,Horror Thriller,6.1,Thrilled
81018,"Illusionist, The (L'illusionniste)",2010,Animation,6.6,Joy
81020,"Hedgehog, The (Le hérisson)",2009,Comedy Drama,7.5,Happy
81027,Autumn Ball (Sügisball),2007,Drama,6.2,Emotional
81031,Worlds Apart (To verdener),2008,Drama,5.2,Emotional
81041,An American Affair,2009,Drama,7.8,Emotional
81049,Rooster's Breakfast (Petelinji zajtrk),2007,Drama,6.3,Emotional
81059,"Family Friend, The (L'amico di famiglia)",2006,Drama,3.5,Emotional
81064,J.C. Chávez (a.k.a. Chavez),2007,Documentary,5.5,Inspired
81069,Toe to Toe,2009,Drama,6.1,Emotional
81072,Konopielka,1982,Comedy,5.7,Happy
81075,"Temptation of St. Tony, The (Püha Tõnu kiusamine)",2009,Drama Fantasy Mystery,6.0,Emotional
81080,Lost Boys: The Thirst,2010,Horror Thriller,4.9,Thrilled
81083,Kaboom,2010,Comedy Sci-Fi,7.4,Happy
81085,Morning Patrol (Proini peripolos),1987,Sci-Fi,8.4,Wonder
81087,Luck by Chance,2009,Drama,6.0,Emotional
81090,Tales from the Script,2009,Documentary,7.4,Inspired
81094,Mummies: Secrets of the Pharaohs (a.k.a. Mummies 3D),2007,Documentary IMAX,5.2,Inspired
81100,Bianca Beauchamp: All Access,2007,Documentary,5.9,Inspired
81104,Budrus,2009,Documentary,7.9,Inspired
81111,Peepli Live,2010,Comedy Drama,4.8,Happy
81117,"Moth, The (Cma)",1980,Drama,6.5,Emotional
81130,Tube Tales,1999,Drama,6.1,Emotional
81132,Rubber,2010,Action Adventure Comedy Crime Drama Film-Noir Horror Mystery Thriller Western,7.1,Excitement
81138,7 Days (Les 7 jours du talion),2010,Thriller,5.8,Thrilled
81140,6 Souls (Shelter),2010,Horror Mystery Thriller,9.4,Thrilled
81142,In My Sleep,2009,Drama Mystery Thriller,5.7,Emotional
81145,Hamlet Goes Business (Hamlet liikemaailmassa),1987,Comedy Drama Romance,7.7,Happy
81147,Barefoot Gen 2 (Hadashi no Gen II),1986,Animation Drama War,5.6,Joy
81156,Jackass 3D,2010,Action Comedy Documentary,7.7,Excitement
81158,Restrepo,2010,Documentary War,7.2,Inspired
81162,Road Kill,2010,Horror Thriller,5.1,Thrilled
81164,The Hole,2009,Horror Thriller,5.9,Thrilled
81172,Spring Subway,2002,Drama Romance,6.9,Emotional
81180,30 Days of Night: Dark Days,2010,Horror Thriller,6.7,Thrilled
81182,No Mercy (Yongseoneun Eupda),2010,Thriller,4.9,Thrilled
81191,Waiting for 'Superman',2010,Documentary,7.1,Inspired
81195,Perrier's Bounty,2009,Action Comedy Crime Drama,5.6,Excitement
81204,The Disappeared,2008,Horror,7.4,Thrilled
81225,Jerry Springer: The Opera,2005,Comedy Fantasy Musical,6.9,Happy
81229,Red,2010,Action Comedy,7.4,Excitement
81238,Zeisters (Fat Guy Goes Nutzoid),1986,Comedy,7.1,Happy
81257,In a Better World (Hævnen),2010,Drama,9.0,Emotional
81270,My Soul to Take,2010,Horror Thriller,7.8,Thrilled
81274,Under the Stars (Bajo las estrellas),2007,Drama,7.6,Emotional
81276,South of the Border,2009,Documentary,7.1,Inspired
81281,The Architect,2006,Drama,7.5,Emotional
81305,Eyes Wide Open (Einayim Petukhoth),2009,Drama,7.1,Emotional
81312,Borderland,2007,Crime Horror Thriller,7.2,Curious
81314,Big Game,2008,Action Drama Thriller,7.0,Excitement
81316,Deadline,2009,Drama Horror Thriller,5.9,Emotional
81322,Nicht alle waren Mörder,2006,Drama War,7.7,Emotional
81330,My Kidnapper,2010,Documentary,7.0,Inspired
81347,Vivere,2007,Drama Romance,6.2,Emotional
81349,Provocateur (Prowokator),1995,Drama,4.9,Emotional
81355,"Employment, The (Empleo, El)",2008,Animation Comedy Drama,6.4,Joy
81357,"Pear Tree, The (Derakhte Golabi)",1998,Drama Romance,8.4,Emotional
81359,"Road, Movie",2009,Comedy Drama Fantasy,5.4,Happy
81364,The Box,2007,Crime Thriller,5.9,Curious
81383,Heartbreaker (L'Arnacoeur),2010,Comedy Romance,5.5,Happy
81385,Of Gods and Men (Des hommes et des dieux),2010,Drama,6.6,Emotional
81387,12 Storeys (Shier lou),1997,Comedy Drama,5.9,Happy
81389,The Great Ecstasy of Robert Carmichael,2005,Drama Horror,7.2,Emotional
81391,Eastern Plays,2009,Drama,6.7,Emotional
81405,Zero Degrees of Separation,2005,Documentary,6.1,Inspired
81411,Voyage to Cythera (Taxidi sta Kythira),1984,Drama,6.4,Emotional
81417,Paranormal Activity 2,2010,Horror IMAX,7.4,Thrilled
81427,Born to Raise Hell,2010,Action,6.6,Excitement
81429,The Maze,2010,Horror,6.3,Thrilled
81441,Mitä meistä tuli,2009,Crime Drama Thriller,7.3,Curious
81445,Daughter from Danang,2002,Documentary War,7.3,Inspired
81447,"Smell of Camphor, Fragrance of Jasmine (Booye kafoor, atre yas)",2000,Drama,5.8,Emotional
81451,Night Wolf,2010,Action Horror,6.8,Excitement
81456,Heartbeats (Les amours imaginaires),2010,Drama Romance,6.3,Emotional
81495,The Countess,2009,Drama Thriller,7.9,Emotional
81499,Tenderness,2009,Crime Drama Thriller,4.0,Curious
81512,Hereafter,2010,Drama Fantasy,7.6,Emotional
81516,Black Death,2010,Adventure Drama Horror Mystery,7.0,Excitement
81518,Afterwards,2008,Mystery,6.9,Curious
81520,Undisputed III: Redemption,2010,Action Crime Drama,7.5,Excitement
81535,Saw VII 3D - The Final Chapter,2010,Horror Mystery Thriller,6.0,Thrilled
81537,Due Date,2010,Comedy,6.2,Happy
81562,127 Hours,2010,Adventure Drama Thriller,5.8,Excitement
81564,Megamind,2010,Action Animation Children Comedy Sci-Fi IMAX,8.8,Excitement
81566,"Stranger in Me, The (Das Fremde in mir)",2008,Drama,7.4,Emotional
81591,Black Swan,2010,Drama Thriller,5.6,Emotional
81617,Tribute,1980,Comedy Drama,5.8,Happy
81629,The Horse Boy,2009,Documentary,5.4,Inspired
81637,A Turtle's Tale: Sammy's Adventures,2010,Adventure Animation,6.6,Excitement
81639,Jack Goes Boating,2010,Comedy Romance,9.0,Happy
81641,Fair Game,2010,Drama Thriller,5.6,Emotional
81660,1990: The Bronx Warriors (1990: I guerrieri del Bronx),1982,Action Sci-Fi,7.8,Excitement
81667,Ten Minutes Older: The Cello,2002,Drama Musical Romance Sci-Fi,5.5,Emotional
81669,"Castle, The (Das Schloß)",1997,Drama Mystery,4.6,Emotional
81673,"Small Town, The (a.k.a. The Town) (Kasaba)",1997,Drama,7.0,Emotional
81676,United,2003,Comedy Romance,5.5,Happy
81679,Roman,2006,Drama Thriller,5.4,Emotional
81688,Habit,1995,Drama Horror Romance,6.5,Emotional
81690,Ploy,2007,Drama,8.0,Emotional
81698,'R Xmas,2001,Crime Drama,6.2,Curious
81700,Ten Skies,2004,Documentary,5.3,Inspired
81702,Lake Tahoe,2008,Drama,7.0,Emotional
81704,Lourdes,2009,Drama,5.4,Emotional
81708,Four Nights with Anna (Cztery noce z Anna),2008,Crime Drama Thriller,6.7,Curious
81711,Scared Shrekless,2010,Adventure Animation Comedy,5.0,Excitement
81725,How I Ended This Summer (Kak ya provyol etim letom),2010,Drama,4.0,Emotional
81727,Thieves by Law (Ganavim Ba Hok),2010,Documentary,4.9,Inspired
81742,Witch Way Love (Un amour de sorcière),1997,Comedy Fantasy,6.5,Happy
81744,The King of Fighters,2010,Action Sci-Fi,7.9,Excitement
81751,Uncle Boonmee Who Can Recall His Past Lives (Loong Boonmee raleuk chat),2010,Drama Fantasy,6.5,Emotional
81753,"Magnetic Man, The (Magneettimies)",2009,Documentary,6.9,Inspired
81758,Faces of Schlock,2005,Comedy Horror,6.8,Happy
81765,Playing from the Plate (Grajacy z talerza),1995,Drama Fantasy Mystery,9.4,Emotional
81770,"House, The (A Casa)",1997,Drama,6.9,Emotional
81782,Unstoppable,2010,Action Drama Thriller,5.8,Excitement
81784,Morning Glory,2010,Comedy Drama Romance,6.6,Happy
81786,Certified Copy (Copie conforme),2010,Drama,6.5,Emotional
81788,The Next Three Days,2010,Crime Drama Romance Thriller,5.9,Curious
81791,Somewhere,2010,Drama,8.0,Emotional
81795,Mein Leben - Marcel Reich-Ranicki,2009,Drama,9.4,Emotional
81802,Agnosia,2010,Drama Thriller,7.3,Emotional
81804,Wild Target,2010,Comedy Drama Romance Thriller,5.8,Happy
81817,Carlos,2010,Crime Drama Thriller,7.3,Curious
81819,Biutiful,2010,Drama,8.5,Emotional
81823,Katalin Varga,2009,Crime Drama Thriller,5.4,Curious
81825,Eden Is West (Eden à l'Ouest),2009,Drama,5.9,Emotional
81831,"First Beautiful Thing, The (La prima cosa bella)",2010,Comedy Drama,6.6,Happy
81834,Harry Potter and the Deathly Hallows: Part 1,2010,Action Adventure Fantasy IMAX,3.5,Excitement
81845,The King's Speech,2010,Drama,7.4,Emotional
81847,Tangled,2010,Animation Children Comedy Fantasy Musical Romance IMAX,5.3,Joy
81880,Wedding Belles,2007,Comedy Drama,5.3,Happy
81898,The Agony and the Ecstasy of Phil Spector,2009,Documentary,7.0,Inspired
81906,Snow and Ashes,2010,Drama Thriller War,8.8,Emotional
81908,Edge of America,2003,Drama,3.8,Emotional
81910,The Art of the Steal,2009,Documentary,6.8,Inspired
81930,Toi et Moi,2006,Comedy Drama Romance,3.2,Happy
81932,The Fighter,2010,Drama,8.0,Emotional
81949,The Romantics,2010,Comedy Drama Romance,7.4,Happy
81954,"Dorado, El",1988,Drama,5.9,Emotional
81957,The World Unseen,2007,Drama Romance,5.7,Emotional
81979,"Monk and the Fish, The (Le moine et le poisson)",1994,Animation Musical,4.2,Joy
81991,Islander,2006,Drama,8.0,Emotional
81993,Red: Werewolf Hunter,2010,Action Fantasy Horror,4.4,Excitement
82005,The Extra Man,2010,Comedy,7.7,Happy
82022,The Reef,2010,Drama Horror Thriller,7.3,Emotional
82026,Mendy: A Question of Faith,2003,Drama,5.7,Emotional
82037,The Tillman Story,2010,Documentary,7.1,Inspired
82041,The Loved Ones,2009,Horror,8.3,Thrilled
82043,Little Red Flowers (Kan shang qu hen mei),2006,Comedy Drama,7.2,Happy
82047,"Sun Also Rises, The (Tai yang zhao chang sheng qi)",2007,Drama,6.3,Emotional
82053,Casino Jack,2010,Comedy Crime,7.3,Happy
82059,Farewell (L'affaire Farewell),2009,Thriller,4.9,Thrilled
82061,To Paint or Make Love (Peindre ou faire l'amour),2005,Comedy,8.2,Happy
82063,Let it Rain (Parlez-moi de la pluie),2008,Comedy Drama,4.2,Happy
82066,London River,2009,Drama Mystery,5.1,Emotional
82068,Police,1985,Crime Drama Romance,7.3,Curious
82093,London Boulevard,2010,Crime Romance,6.5,Curious
82095,Skyline,2010,Sci-Fi Thriller,6.5,Wonder
82097,Karthik Calling Karthik,2010,Comedy Drama Thriller,4.8,Happy
82102,Sex & Drugs & Rock & Roll,2010,Comedy Drama,6.5,Happy
82108,Against the Current,2009,Drama,6.1,Emotional
82110,October Country,2009,Documentary,3.5,Inspired
82115,Home for Christmas (Hjem til jul),2010,Drama,5.0,Emotional
82119,The Reverse,2009,Comedy Drama Romance Thriller,7.1,Happy
82139,Not Forgotten,2009,Thriller,5.9,Thrilled
82143,Alone in the Wilderness,2004,Documentary,5.5,Inspired
82150,Bunny and the Bull,2009,Adventure Comedy Drama,7.3,Excitement
82152,Beastly,2011,Drama Fantasy Romance,5.2,Emotional
82154,Get Educated: Paathshaala,2010,Drama,7.8,Emotional
82167,Love and Other Drugs,2010,Comedy Drama Romance,5.9,Happy
82169,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,Adventure Children Fantasy,4.4,Excitement
82173,Tiny Furniture,2010,Comedy,9.3,Happy
82175,Lovers of Hate,2010,Comedy,7.8,Happy
82202,The Tourist,2010,Drama Thriller,6.3,Emotional
82240,Suck,2009,Comedy Horror Musical,7.9,Happy
82242,Rare Exports: A Christmas Tale (Rare Exports),2010,Action Comedy,5.9,Excitement
82244,13,2010,Thriller,6.4,Thrilled
82261,Breaking the Maya Code,2008,Documentary,6.3,Inspired
82269,Triple Agent,2004,Drama Thriller,6.6,Emotional
82271,Western,1997,Comedy Romance,5.3,Happy
82274,Doppelganger (Dopperugengâ),2003,Comedy Thriller,6.2,Happy
82276,Days and Clouds (Giorni e nuvole),2007,Drama,6.6,Emotional
82280,Workingman's Death,2005,Documentary,5.5,Inspired
82304,"Mirror, The (Ayneh)",1997,Drama,6.4,Emotional
82320,Fate (Yazgi),2001,Drama,6.0,Emotional
82322,"Father of My Children, The (Le père de mes enfants)",2009,Drama,8.7,Emotional
82324,Bal (Honey),2010,Drama,6.1,Emotional
82326,Seven Invisible Men (Septyni nematomi zmones),2005,Drama,7.8,Emotional
82328,One Fine Spring Day (Bomnaleun ganda),2001,Drama,7.1,Emotional
82330,"Blossoming of Maximo Oliveros, The (Ang pagdadalaga ni Maximo Oliveros)",2005,Comedy Drama,6.9,Happy
82353,Solo Sunny,1980,Drama Musical Romance,6.3,Emotional
82356,Boy Interrupted,2008,Documentary,9.0,Inspired
82358,Caribe,2004,Drama Mystery Romance,6.6,Emotional
82360,Rammbock,2010,Drama Horror,5.2,Emotional
82366,Hatchet II,2010,Comedy Horror Thriller,7.5,Happy
82378,All Good Things,2010,Drama Mystery Thriller,7.9,Emotional
82380,Night Catches Us,2010,Drama Romance,5.3,Emotional
82382,"Interrogation, The (Kuulustelu)",2009,Drama,7.3,Emotional
82393,Stray Dogs (Sag-haye velgard),2004,Drama,4.5,Emotional
82395,Saving Shiloh,2006,Children Drama,6.7,Joy
82420,Pray the Devil Back to Hell,2008,Documentary,8.3,Inspired
82438,Tali-Ihantala 1944,2007,Action Drama War,6.2,Excitement
82447,"Tomorrow, When the War Began",2010,Action Adventure Drama,4.9,Excitement
82449,I Love You Too,2010,Comedy,6.8,Happy
82452,Frozen,2007,Drama,8.1,Emotional
82459,True Grit,2010,Western,6.3,Adventurous
82461,Tron: Legacy,2010,Action Adventure Sci-Fi IMAX,6.8,Excitement
82463,Another Year,2010,Drama,6.3,Emotional
82465,It's Alive III: Island of the Alive,1987,Comedy Drama Horror Sci-Fi,5.3,Happy
82491,Cooperstown,1993,Drama,6.1,Emotional
82499,How Do You Know,2010,Comedy Drama Romance,8.0,Happy
82525,Nömadak TX,2006,Documentary Musical,5.9,Inspired
82527,Barney's Version,2010,Drama,9.3,Emotional
82529,Soo (Art of Revenge),2007,Action Crime Drama Thriller,5.3,Excitement
82534,The Company Men,2010,Drama,6.6,Emotional
82581,Dying Breed,2008,Horror Thriller,6.8,Thrilled
82589,Mother and Child,2009,Drama Romance,6.5,Emotional
82591,Adventures of Power,2008,Comedy Musical,7.0,Happy
82593,How to Seduce Difficult Women,2009,Comedy,8.0,Happy
82595,Great Communist Bank Robbery (Marele jaf comunist),2004,Documentary,6.6,Inspired
82602,Titanic Town,1998,Drama,6.9,Emotional
82606,Life in Flight,2008,Drama,7.3,Emotional
82608,Zerophilia,2005,Comedy Romance,4.1,Happy
82631,Duelist (Hyeongsa),2005,Action Mystery,7.3,Excitement
82635,Glue,2006,Drama,7.5,Emotional
82638,Under the Sun of Satan (Sous le soleil de Satan),1987,Drama,5.2,Emotional
82643,Top of the Food Chain (a.k.a. Invasion!),1999,Comedy Horror Sci-Fi,6.3,Happy
82667,I Saw the Devil (Akmareul boatda),2010,Crime Thriller,5.6,Curious
82671,7 Virgins (7 vírgenes),2005,Crime Drama,7.3,Curious
82673,Unmade Beds,2009,Comedy Drama,7.2,Happy
82684,Trash Humpers,2009,Drama,6.8,Emotional
82722,"Sarah, Plain and Tall",1991,Children Drama,4.8,Joy
82744,Faster,2010,Action Crime Drama,3.3,Excitement
82751,From B Movie to Cult Film: Western,2005,Adventure Documentary,6.4,Excitement
82753,Life As a Fatal Sexually Transmitted Disease (Zycie jako smiertelna choroba przenoszona droga plciowa),2000,Drama,6.0,Emotional
82759,On the Silver Globe (Na srebrnym globie),1988,Sci-Fi,5.5,Wonder
82765,Little Big Soldier (Da bing xiao jiang),2010,Action Adventure Comedy Drama War,8.6,Excitement
82767,Rabbit Hole,2010,Drama,7.3,Emotional
82770,Nights and Weekends,2008,Drama,8.1,Emotional
82836,The Life of Reilly,2006,Comedy,6.7,Happy
82840,The Home Song Stories,2007,Drama,6.4,Emotional
82852,Little Fockers,2010,Comedy,6.1,Happy
82854,Gulliver's Travels,2010,Adventure Comedy Fantasy,4.5,Excitement
82857,Sweetgrass,2009,Adventure Documentary Western,6.3,Excitement
82902,Chori Chori Chupke Chupke,2001,Drama Romance,4.8,Emotional
82906,Baghban,2003,Drama Romance,6.4,Emotional
82915,The Tiger's Tail,2006,Comedy Crime Drama Mystery Thriller,7.8,Happy
82917,Blood and Concrete (Blood & Concrete: A Love Story),1991,Comedy Crime,5.5,Happy
82926,Klown: The Movie (Klovn),2010,Comedy,5.3,Happy
82928,Nude Nuns with Big Guns,2010,Action Comedy,7.2,Excitement
82931,"Last Circus, The (Balada triste de trompeta) (Sad Trumpet Ballad, A)",2010,Comedy Drama War,5.6,Happy
82934,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,2009,Documentary,7.2,Inspired
82980,Mujhse Shaadi Karogi,2004,Comedy Romance,8.6,Happy
83006,The Scientist,2010,Drama,5.8,Emotional
83038,Disco Dancer,1983,Action Musical Romance,7.3,Excitement
83049,Toothless,1997,Children Comedy,7.0,Joy
83059,White Material,2009,Drama Mystery Thriller War,5.8,Emotional
83067,And Soon the Darkness,2010,Horror Thriller,8.5,Thrilled
83082,Mao's Last Dancer,2009,Drama,6.6,Emotional
83086,Burlesque,2010,Drama Musical Romance,5.6,Emotional
83089,Violet Tendencies,2010,Comedy Drama Romance,6.8,Happy
83115,"Polar Bear King, The (Kvitebjørn Kong Valemon)",1991,Adventure Children Fantasy,8.0,Excitement
83132,"Secret World of Arrietty, The (Kari-gurashi no Arietti)",2010,Animation Children Fantasy,7.5,Joy
83134,Tucker & Dale vs Evil,2010,Comedy Horror,6.3,Happy
83138,Erasing David,2010,Documentary,6.5,Inspired
83140,A Woman Hunted,2003,Crime Drama Thriller,8.1,Curious
83158,Malice in Wonderland,2009,Drama Fantasy Romance,6.9,Emotional
83161,Deadly Delicious (Shuang Shi Ji),2008,Drama Mystery,5.4,Emotional
83163,Princess Aurora (Orora gongju),2005,Crime Drama Mystery,6.5,Curious
83177,Yogi Bear,2010,Children Comedy,6.8,Joy
83180,Countdown to Zero,2010,Documentary,5.5,Inspired
83184,Breathless (Ddongpari),2009,Crime Drama,5.8,Curious
83219,The Pixar Story,2007,Documentary,6.3,Inspired
83222,Trouble in Mind,1985,Crime Drama,8.1,Curious
83225,Cochochi,2007,Drama,5.8,Emotional
83227,L.627,1992,Crime Drama Thriller,5.2,Curious
83232,White Wedding (Noce blanche),1989,Drama Romance,7.0,Emotional
83241,Embodiment of Evil (Encarnação do Demônio),2008,Mystery,4.3,Curious
83244,"It's Not Me, I Swear! (C'est pas moi, je le jure!)",2008,Comedy Drama,7.2,Happy
83256,"State Witness, The (Swiadek koronny)",2007,Action Crime Drama,9.1,Excitement
83258,C(r)ook (Basta - Rotwein Oder Totsein),2004,Comedy,7.1,Happy
83260,Hardcover,2008,Comedy,5.4,Happy
83264,Band Baaja Baaraat,2010,Comedy Drama Musical,4.7,Happy
83266,Kaho Naa... Pyaar Hai,2000,Action Adventure Comedy Drama Mystery Romance Thriller,8.2,Excitement
83270,Made in Dagenham,2010,Comedy Drama,4.0,Happy
83275,Mág,1988,Drama,6.2,Emotional
83279,Samoure,2005,Drama,6.7,Emotional
83281,"Family Jewels, The (Eierdiebe)",2003,Comedy Drama Romance,5.7,Happy
83291,The Order of Myths,2008,Documentary,6.5,Inspired
83293,Waste Land,2010,Documentary,7.2,Inspired
83295,Paternity,1981,Comedy Romance,6.5,Happy
83302,Last Night,2010,Drama Romance,8.6,Emotional
83310,Harlan: In the Shadow of Jew Suess (Harlan - Im Schatten von Jud Süss),2006,Documentary,4.7,Inspired
83332,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),2010,Documentary,6.6,Inspired
83334,Train,2008,Horror Thriller,6.2,Thrilled
83337,Mujhse Dosti Karoge!,2002,Drama Romance,3.8,Emotional
83339,Main Prem Ki Diwani Hoon,2003,Comedy Drama Romance,7.4,Happy
83349,The Green Hornet,2011,Action Comedy Crime Fantasy Thriller IMAX,4.9,Excitement
83369,The Way Back,2010,Drama,5.2,Emotional
83374,The Warrior's Way,2010,Action Fantasy Western,8.9,Excitement
83385,Handsome Harry,2009,Crime Drama,7.4,Curious
83415,Agony (a.k.a. Rasputin) (Agoniya),1981,Drama,7.3,Emotional
83417,Canciones de amor en Lolita's Club,2007,Drama,5.2,Emotional
83424,Ghajini,2008,Action Romance Thriller,6.7,Excitement
83430,Fool N Final,2007,Action Comedy Romance,6.9,Excitement
83448,Attack on Leningrad,2009,Drama War,7.2,Emotional
83450,Brest Fortress (Brestskaya krepost),2010,Action Drama War,5.0,Excitement
83457,Hum Aapke Hain Koun...!,1994,Comedy Drama Musical,8.1,Happy
83468,Chinaman (Kinamand),2005,Drama,6.2,Emotional
83478,Ong-Bak 3: The Final Battle (Ong Bak 3),2010,Action,6.0,Excitement
83480,Season of the Witch,2011,Adventure Drama Fantasy,6.9,Excitement
83525,Outrage (Autoreiji),2010,Crime Drama,7.7,Curious
83527,Madeinusa,2006,Drama,6.9,Emotional
83529,Hamsun,1996,Drama War,6.0,Emotional
83533,Lola and Billy the Kid (Lola + Bilidikid),1999,Drama,7.9,Emotional
83535,The Princess and the Goblin,1992,Animation Fantasy,7.6,Joy
83556,Stella,2008,Drama,6.8,Emotional
83558,On the Occasion of Remembering the Turning Gate (Saenghwalui balgyeon),2002,Drama,5.5,Emotional
83562,Will It Snow For Christmas? (Y'aura-t-il de la neige à Noël?),1996,Drama,7.6,Emotional
83575,"Muertos, Los",2004,Drama,4.6,Emotional
83583,Distance,2001,Drama,4.7,Emotional
83585,It's Alive,2008,Horror,5.6,Thrilled
83592,"Letter, The (La lettre)",1999,Drama,6.7,Emotional
83601,Amer,2009,Drama Horror,5.9,Emotional
83613,Cowboys & Aliens,2011,Action Sci-Fi Thriller Western IMAX,7.2,Excitement
83616,The Real McCoy,1999,Drama,3.1,Emotional
83619,Just Like Me (Igualita a Mi),2010,Comedy Romance,5.4,Happy
83652,Emma's Bliss (Emmas Glück),2006,Drama Romance,4.7,Emotional
83654,Don't Think About It (Non Pensarci),2007,Comedy Drama,4.6,Happy
83656,Tango Kabaree,2001,Comedy Drama,6.9,Happy
83658,Jackpot 2,1982,Sci-Fi,6.7,Wonder
83760,V2: Dead Angel (Vares 2 - Jäätynyt Enkeli),2007,Action Comedy Crime,6.1,Excitement
83789,Siete minutos (Seven Minutes),2009,Comedy,5.7,Happy
83796,Anything for Her (Pour elle),2008,Crime Drama Thriller,4.9,Curious
83798,Cracks,2009,Drama Romance Thriller,7.3,Emotional
83801,"Film Unfinished, A (Shtikat Haarchion)",2010,Documentary Drama,5.7,Inspired
83803,Day & Night,2010,Animation Children,6.3,Joy
83807,"Russell Peters: Red, White and Brown",2008,Comedy Documentary,3.8,Happy
83809,Russell Peters: Outsourced,2006,Comedy Documentary,7.2,Happy
83827,Marwencol,2010,Documentary,6.3,Inspired
83842,"Edge, The (Kray)",2010,Adventure Drama Romance,8.0,Excitement
83897,The Living Wake,2007,Comedy,5.5,Happy
83910,The Dilemma,2011,Comedy Drama,6.1,Happy
83912,Frankie and Alice,2010,Drama,7.2,Emotional
83923,Wicked Little Things,2006,Horror,5.7,Thrilled
83956,Om Jai Jagadish,2002,Drama,3.9,Emotional
83976,The Trip,2010,Comedy Drama,6.4,Happy
83978,Walt & El Grupo,2008,Documentary,7.2,Inspired
83986,Good Time Max,2007,Drama,7.5,Emotional
84015,Gravity (Schwerkraft),2009,Crime Drama Romance,8.4,Curious
84017,2012: Time for Change,2010,Animation Documentary,5.6,Joy
84019,Cool It,2010,Documentary,7.0,Inspired
84047,Eight Miles High (Das wilde Leben),2007,Drama,7.9,Emotional
84090,Treeless Mountain,2008,Drama,7.2,Emotional
84096,Kisses,2008,Drama,7.0,Emotional
84100,Throw Down (Yau doh lung fu bong),2004,Drama,5.9,Emotional
84103,Congorama,2006,Comedy Drama,5.7,Happy
84114,"S21: The Khmer Rouge Death Machine (S-21, la machine de mort Khmère rouge)",2003,Documentary War,7.3,Inspired
84116,Poetry (Shi),2010,Drama,4.4,Emotional
84118,Birdwatchers (BirdWatchers - La terra degli uomini rossi),2008,Drama,6.9,Emotional
84120,Wittgenstein,1993,Comedy Drama,6.3,Happy
84128,"Tuesday, After Christmas (Marti, dupa craciun)",2010,Drama Romance,6.2,Emotional
84131,City of Pirates (La ville des pirates),1983,Drama Fantasy,7.6,Emotional
84137,"Housemaid, The (Hanyo)",2010,Thriller,8.6,Thrilled
84152,Limitless,2011,Sci-Fi Thriller,5.8,Wonder
84156,Happy People: A Year in the Taiga,2010,Documentary,7.8,Inspired
84160,Wishful Drinking,2010,Documentary,5.5,Inspired
84162,The One and Only,2002,Comedy Romance,7.5,Happy
84164,Brute (Bandyta),1998,Drama,7.2,Emotional
84173,Ca$h,2008,Action Comedy Crime Thriller,6.7,Excitement
84181,Shogun's Ninja (Ninja bugeicho momochi sandayu),1980,Action Adventure Drama,6.8,Excitement
84183,Makai Tensho: Samurai Reincarnation (Makai tenshô),1981,Action Fantasy Horror,4.6,Excitement
84187,Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha),2009,Action Animation Drama Sci-Fi,7.3,Excitement
84189,I Spit on Your Grave,2010,Crime Horror Thriller,5.0,Curious
84223,Mademoiselle Chambon,2009,Drama Romance,8.6,Emotional
84226,First Love,2004,Drama Romance,5.8,Emotional
84228,"Girl by the Lake, The (La ragazza del lago)",2007,Drama Mystery Thriller,7.1,Emotional
84234,Simple Simon (I rymden finns inga känslor),2010,Comedy Drama,8.3,Happy
84236,The White Stripes Under Great White Northern Lights,2009,Documentary,5.5,Inspired
84238,Aankhen,2002,Comedy Crime Thriller,5.7,Happy
84242,Welcome to the Rileys,2010,Drama,5.9,Emotional
