movieId,title,year,genres,imdb_rating
6637,Thrashin',1986,Action|Drama,6.2
6638,Valley Girl,1983,Comedy|Romance,5.8
6639,Wait Until Dark,1967,Drama|Thriller,8.2
6640,Where the Rivers Flow North,1993,Drama,6.9
6641,Code Unknown (Code inconnu: Récit incomplet de divers voyages),2000,Drama,5.2
6642,Showdown in Little Tokyo,1991,Action|Crime,7.8
6643,Tokyo Story (Tôkyô monogatari),1953,Drama,8.0
6644,"Green Ray, The (Rayon vert, Le)",1986,Drama|Romance,8.6
6645,THX 1138,1971,Action|Adventure|Drama|Sci-Fi,8.9
6646,Valley of the Dolls,1967,Drama,4.6
6647,The Business of Fancydancing,2002,Drama,8.3
6648,Chunhyang,2000,Drama|Musical|Romance,6.3
6649,Tunes of Glory,1960,Drama,5.2
6650,Kind Hearts and Coronets,1949,Comedy|Drama,7.1
6651,Ash Wednesday,2002,Crime|Drama,8.3
6652,Joe Kidd,1972,Western,8.4
6653,The Keep,1983,Horror|Thriller,5.4
6654,Atragon (Kaitei Gunkan),1963,Adventure|Sci-Fi,8.6
6655,"Mysterians, The (Chikyu Boeigun)",1957,Sci-Fi,6.1
6656,Attack of the Puppet People,1958,Horror|Sci-Fi,8.1
6657,"The Beast from 20,000 Fathoms",1953,Sci-Fi,5.9
6658,10,1979,Comedy|Romance,6.0
6659,Tremors,1990,Comedy|Horror|Sci-Fi,6.5
6660,The Red Shoes,1948,Drama|Fantasy|Musical|Romance,7.3
6661,Me & Isaac Newton,1999,Documentary,8.5
6662,The Pink Panther,1963,Comedy|Crime,5.0
6663,The Pink Panther Strikes Again,1976,Comedy|Crime,8.7
6664,Commando,1985,Action|Adventure,7.5
6665,Dracula,1979,Horror|Romance,7.1
6666,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le)",1972,Comedy|Drama|Fantasy,7.2
6667,Waco: The Rules of Engagement,1997,Documentary,6.6
6668,"Road Home, The (Wo de fu qin mu qin)",1999,Drama|Romance,5.5
6669,Ikiru,1952,Drama,7.5
6670,Comic Book Villains,2002,Comedy,6.9
6671,An Angel at My Table,1990,Drama,6.9
6672,War Photographer,2001,Documentary|War,9.3
6673,"Ay, Carmela! (¡Ay, Carmela!)",1990,Drama|War,6.8
6674,War and Peace (Jang Aur Aman),2001,Documentary|War,4.9
6675,Far,2001,Drama,7.8
6676,Incident at Oglala,1992,Documentary,7.1
6677,Predictions of Fire (Prerokbe Ognja),1996,Documentary,4.9
6678,The Handmaid's Tale,1990,Drama|Sci-Fi,6.3
6679,Revolution OS,2001,Documentary,5.0
6680,Live Nude Girls Unite!,2000,Documentary,6.5
6681,All the Little Animals,1998,Drama|Thriller,7.9
6682,Earth,1998,Drama|War,8.2
6683,Fire,1996,Drama,6.5
6684,Death in Venice (Morte a Venezia),1971,Drama|Romance,5.7
6685,Marci X,2003,Comedy|Musical,5.3
6686,The Medallion,2003,Action|Comedy|Crime|Fantasy,6.1
6687,My Boss's Daughter,2003,Comedy|Romance,5.4
6688,Autumn Spring (Babí léto),2001,Comedy|Drama,6.6
6689,The Battle of Shaker Heights,2003,Comedy|Drama|Romance,9.1
6690,Don't Tempt Me (Sin noticias de Dios),2001,Comedy|Fantasy|Mystery,6.3
6691,Dust,2001,Drama|Western,8.1
6692,Stoked: The Rise and Fall of Gator,2002,Documentary,6.9
6693,Venus Boyz,2001,Documentary,5.9
6694,Suddenly (Tan de Repente),2002,Comedy|Drama,6.6
6695,Jeepers Creepers 2,2003,Horror|Thriller,7.1
6696,Bollywood/Hollywood,2002,Comedy|Drama|Musical|Romance,4.7
6697,Civil Brand,2002,Drama,7.0
6698,Nola,2002,Drama,5.1
6699,Once Upon a Time in the Midlands,2002,Drama,5.0
6700,"Other Side of the Bed, The (Otro lado de la cama, El)",2002,Comedy|Drama|Musical|Romance,4.9
6701,Zero Day,2002,Drama,8.5
6702,Dickie Roberts: Former Child Star,2003,Comedy,8.1
6703,The Order,2003,Horror|Mystery|Thriller,5.9
6704,Home Room,2002,Drama,7.2
6705,Party Monster,2003,Comedy|Crime|Drama|Thriller,5.9
6706,Taking Sides,2001,Drama,5.6
6707,Cabin Fever,2002,Horror|Thriller,5.2
6708,Matchstick Men,2003,Comedy|Crime|Drama,6.4
6709,Once Upon a Time in Mexico,2003,Action|Adventure|Crime|Thriller,5.1
6710,Dummy,2002,Comedy|Drama|Romance,7.4
6711,Lost in Translation,2003,Comedy|Drama|Romance,5.1
6712,Luster,2002,Comedy|Drama|Romance,7.0
6713,Millennium Actress (Sennen joyû),2001,Animation|Drama|Romance,8.6
6714,So Close (Chik Yeung Tin Sai),2002,Action|Comedy|Romance|Thriller,6.6
6715,Children of the Night,1991,Horror,5.6
6716,Daisy Miller,1974,Drama,5.6
6717,Enlightenment Guaranteed (Erleuchtung Garantiert),2000,Comedy|Drama,5.5
6718,Gotcha!,1985,Comedy,7.2
6719,Hard to Hold,1984,Drama|Romance,5.9
6720,Kuffs,1992,Action|Comedy|Crime,5.8
6721,Once Upon a Time in China (Wong Fei Hung),1991,Action|Adventure|Drama,6.5
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung),1992,Action|Romance,5.8
6723,Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba),1993,Action,7.7
6724,Paper Moon,1973,Comedy|Crime|Drama,5.2
6725,Sgt. Pepper's Lonely Hearts Club Band,1978,Adventure|Musical,7.5
6726,"Song for Martin, A (Sång för Martin, En)",2001,Drama,7.0
6727,Targets,1968,Crime|Thriller,4.8
6728,The Ugly American,1963,Drama,7.6
6729,The Bostonians,1984,Drama|Romance,8.4
6730,Convoy,1978,Action|Comedy|Drama,7.6
6731,Day of the Dead,1985,Horror|Sci-Fi|Thriller,6.3
6732,"Hello, Dolly!",1969,Comedy|Musical|Romance,6.3
6733,I'm Going Home (Je rentre à la maison),2001,Comedy|Drama,4.2
6734,Memoirs of an Invisible Man,1992,Comedy|Romance|Sci-Fi|Thriller,7.1
6735,The Rose,1979,Drama,8.2
6736,See No Evil,1971,Crime|Drama|Horror|Thriller,5.2
6737,Super Sucker,2002,Comedy,7.3
6738,Indiscretion of an American Wife (a.k.a. Terminal Station) (Stazione Termini),1953,Drama,6.8
6739,At War with the Army,1950,Comedy|Musical|Romance,5.6
6740,Bingo,1991,Adventure|Comedy,7.3
6741,God told Me To,1976,Crime|Horror|Mystery|Sci-Fi|Thriller,9.9
6742,"I, Madman",1989,Horror,6.3
6743,Jungle Book,1942,Adventure|Fantasy,6.8
6744,Once Bitten,1985,Comedy|Horror,6.5
6745,The Shrimp on the Barbie,1990,Comedy,6.7
6746,Squirm,1976,Horror|Romance,6.0
6747,The Adventures of Huckleberry Finn,1960,Adventure|Children,5.0
6748,The Brood,1979,Horror,5.8
6749,The Prince and the Pauper,1937,Adventure|Drama,6.6
6750,Anything Else,2003,Comedy|Drama|Romance,8.8
6751,Cold Creek Manor,2003,Drama|Thriller,6.6
6752,The Fighting Temptations,2003,Drama,6.9
6753,Secondhand Lions,2003,Children|Comedy|Drama,6.7
6754,Underworld,2003,Action|Fantasy|Horror,5.3
6755,Bubba Ho-tep,2002,Comedy|Horror,4.2
6756,Casa de los babys,2003,Drama,6.5
6757,Demonlover,2002,Crime|Drama|Mystery|Thriller,6.8
6758,Emerald Cowboy,2002,Documentary|Drama,6.1
6759,Close Your Eyes (Hypnotic) (Doctor Sleep),2002,Crime|Thriller,6.5
6760,In This World,2002,Adventure|Drama,3.8
6761,Tibet: Cry of the Snow Lion,2002,Documentary,5.8
6762,Yossi & Jagger,2002,Drama|Romance,5.4
6763,Duplex,2003,Comedy|Crime,7.1
6764,The Rundown,2003,Action|Adventure|Comedy,6.3
6765,Under the Tuscan Sun,2003,Comedy|Drama|Romance,5.6
6766,Camera Obscura,2000,Crime|Drama|Thriller,6.3
6767,Kart Racer,2003,Drama,7.0
6768,Luther,2003,Drama,7.6
6769,Mambo Italiano,2003,Comedy,5.7
6770,My Life Without Me,2003,Drama|Romance,7.7
6771,Dorm Daze (National Lampoon Presents Dorm Daze),2003,Comedy,4.3
6772,To Be and to Have (Être et avoir),2002,Documentary,6.0
6773,"Triplets of Belleville, The (Les triplettes de Belleville)",2003,Animation|Comedy|Fantasy,7.9
6774,Videodrome,1983,Fantasy|Horror|Sci-Fi|Thriller,7.5
6775,Life and Debt,2001,Documentary,6.2
6776,Lagaan: Once Upon a Time in India,2001,Comedy|Drama|Musical|Romance,5.7
6777,Judgment at Nuremberg,1961,Drama,5.1
6778,Journey of Hope (Reise der Hoffnung),1990,Drama,8.5
6779,"Same Time, Next Year",1978,Comedy|Drama|Romance,6.5
6780,A Brief History of Time,1991,Documentary,7.9
6781,"Jacob the Liar (Jakob, der Lügner)",1975,Drama,5.1
6782,Leningrad Cowboys Go America,1989,Comedy|Musical,7.6
6783,"Rules of the Game, The (La règle du jeu)",1939,Comedy|Drama,5.7
6784,The Song Remains the Same,1976,Documentary|Musical,6.6
6785,Seven Brides for Seven Brothers,1954,Comedy|Musical|Romance|Western,5.5
6786,Kiss of the Spider Woman,1985,Drama,5.2
6787,All the President's Men,1976,Drama|Thriller,5.8
6788,Angie,1994,Comedy|Drama|Romance,8.5
6789,"Apartment, The (Appartement, L')",1996,Drama|Mystery|Romance,8.4
6790,Avalon,2001,Drama|Fantasy|Sci-Fi,4.4
6791,Babette's Feast (Babettes gæstebud),1987,Drama,4.8
6792,"Barber of Siberia, The (Sibirskij tsiryulnik)",1998,Drama|Romance,9.3
6793,Beethoven,1992,Children|Comedy|Drama,4.5
6794,Beethoven's 2nd,1993,Children|Comedy,7.2
6795,Black Moon Rising,1986,Action|Crime|Sci-Fi|Thriller,7.5
6796,Boyz N the Hood,1991,Crime|Drama,7.1
6797,Bugsy,1991,Crime|Drama,5.0
6798,Bugsy Malone,1976,Children|Comedy|Crime|Musical,5.6
6799,By the Sword,1991,Drama,5.8
6800,Cobra,1986,Action|Crime,7.3
6801,"Common Wealth (Comunidad, La)",2000,Comedy|Thriller,6.4
6802,Consenting Adults,1992,Thriller,5.9
6803,Phenomena (a.k.a. Creepers),1985,Horror|Mystery|Thriller,6.2
6804,Crimewave,1985,Comedy|Crime,6.0
6805,Crying Freeman,1995,Action|Crime|Thriller,6.5
6806,Time and Tide (Seunlau Ngaklau),2000,Action|Crime|Thriller,7.4
6807,Monty Python's The Meaning of Life,1983,Comedy,6.0
6808,Where Eagles Dare,1968,Action|Adventure|War,6.8
6809,Tightrope,1984,Thriller,6.8
6810,Sleeping with the Enemy,1991,Drama|Thriller,4.6
6811,PCU,1994,Comedy,5.9
6812,The Rookie,1990,Action|Comedy|Thriller,6.7
6813,The Ghost and Mr. Chicken,1966,Comedy|Romance,5.0
6814,City Heat,1984,Action|Comedy,5.6
6815,Into the Night,1985,Action|Comedy|Drama|Thriller,5.2
6816,Three O'Clock High,1987,Comedy,8.3
6817,"White Hunter, Black Heart",1990,Adventure|Drama,4.5
6818,Come and See (Idi i smotri),1985,Drama|War,5.8
6819,A Rage in Harlem,1991,Crime,7.5
6820,Ginger Snaps,2000,Drama|Horror|Thriller,7.1
6821,More American Graffiti,1979,Comedy,3.8
6822,The Ballad of Little Jo,1993,Drama|Western,6.8
6823,Under Suspicion,1992,Crime|Drama|Thriller,6.3
6824,Ruby,1992,Crime|Drama,6.5
6825,The Reluctant Astronaut,1967,Comedy,6.7
6826,The Shakiest Gun in the West,1968,Comedy|Western,5.8
6827,It's Pat,1994,Comedy,7.5
6828,"Sunday in the Country, A (Un dimanche à la campagne)",1984,Drama,5.9
6829,The Gun in Betty Lou's Handbag,1992,Comedy|Mystery,5.9
6830,Sudden Fear,1952,Film-Noir|Horror|Thriller,6.5
6831,Nobody's Baby,2001,Comedy,5.5
6832,Regarding Henry,1991,Drama,6.2
6833,The Debut,2000,Comedy|Drama,5.5
6834,Wilder Napalm,1993,Comedy|Fantasy|Romance,6.5
6835,Alien Contamination,1980,Action|Horror|Sci-Fi,5.4
6836,The Amazing Transparent Man,1960,Sci-Fi,6.2
6837,Love Affair,1939,Comedy|Drama|Romance,4.8
6838,Once in the Life,2000,Crime|Drama,7.3
6839,All I Want (Try Seventeen),2002,Comedy|Drama|Romance,6.7
6840,The Hospital,1971,Comedy|Drama,8.3
6841,Article 99,1992,Comedy|Drama,7.9
6842,Images,1972,Drama|Fantasy|Horror,8.8
6843,Eureka,1986,Drama,6.0
6844,Oleanna,1994,Drama,6.6
6845,Chattahoochee,1989,Drama,6.7
6846,Tough Guys Don't Dance,1987,Drama,6.7
6847,There Goes My Baby,1994,Comedy|Drama,8.3
6848,Kingdom of the Spiders,1977,Horror|Sci-Fi,8.1
6849,Scrooge,1970,Drama|Fantasy|Musical,9.2
6850,Leap of Faith,1992,Comedy|Drama,4.9
6851,"Gas, Food, Lodging",1992,Drama|Romance,7.8
6852,In Cold Blood,1967,Crime|Drama,7.0
6853,Campus Man,1987,Comedy,8.0
6854,The Bedford Incident,1965,Drama|Thriller|War,4.8
6855,"Murderous Maids (Blessures assassines, Les)",2000,Drama,6.4
6856,Yankee Doodle Dandy,1942,Drama|Musical,6.8
6857,Ninja Scroll (Jûbei ninpûchô),1995,Action|Adventure|Animation|Fantasy,8.6
6858,Knife in the Water (Nóz w wodzie),1962,Drama,6.2
6859,"Devil and Daniel Webster, The (All That Money Can Buy)",1941,Drama|Fantasy,6.5
6860,Mobsters,1991,Crime|Drama,7.0
6861,Charlotte Sometimes,2002,Drama|Romance,5.5
6862,Out of Time,2003,Crime|Drama|Thriller,7.2
6863,School of Rock,2003,Comedy|Musical,7.1
6864,The Concert for George,2003,Documentary|Musical,3.9
6865,The Event,2003,Drama,5.1
6866,Nine Dead Gay Guys,2003,Comedy|Crime,4.7
6867,The Station Agent,2003,Comedy|Drama,6.1
6868,Wonderland,2003,Crime|Drama|Mystery|Thriller,6.3
6869,Bus 174 (Ônibus 174),2002,Crime|Documentary,8.1
6870,Mystic River,2003,Crime|Drama|Mystery,8.5
6871,Good Boy!,2003,Children|Comedy|Sci-Fi,9.0
6872,The House of the Dead,2003,Action|Horror,8.5
6873,Intolerable Cruelty,2003,Comedy|Romance,7.3
6874,Kill Bill: Vol. 1,2003,Action|Crime|Thriller,7.6
6875,Dopamine,2003,Comedy|Drama|Romance,5.5
6876,"Flower of Evil, The (Fleur du mal, La)",2003,Drama,8.3
6877,Girls Will Be Girls,2003,Comedy,6.1
6878,"Porn Theater (Chatte à deux têtes, La)",2002,Drama,6.5
6879,Runaway Jury,2003,Drama|Thriller,7.5
6880,The Texas Chainsaw Massacre,2003,Horror,5.8
6881,Pieces of April,2003,Comedy|Drama,6.6
6882,Returner (Ritaanaa),2002,Action|Adventure|Sci-Fi,4.5
6883,Sylvia,2003,Drama|Romance,5.3
6884,Veronica Guerin,2003,Crime|Drama|Thriller,6.9
6885,In the Cut,2003,Crime|Drama|Mystery|Romance|Thriller,7.2
6886,Beyond Borders,2003,Drama|Romance|War,5.4
6887,Radio,2003,Drama,6.9
6888,Scary Movie 3,2003,Comedy|Horror,7.0
6889,Brother Bear,2003,Adventure|Animation|Children,8.7
6890,Elephant,2003,Drama,7.2
6891,Gypsy 83,2001,Drama,6.1
6892,The Singing Detective,2003,Comedy|Drama|Musical|Mystery,5.8
6893,The Italian Job,1969,Action|Comedy|Crime,6.8
6894,Impulse,1984,Mystery|Sci-Fi|Thriller,6.9
6895,Normal,2003,Drama,6.7
6896,Shoah,1985,Documentary|War,5.9
6897,Unconditional Love,2002,Comedy|Drama,7.5
6898,Sweet Sixteen,2002,Drama,6.5
6899,Alien from L.A.,1988,Sci-Fi,5.9
6900,Black Sunday,1977,Action|Drama|Thriller,8.1
6901,Men of Respect,1991,Crime|Drama|Thriller,5.7
6902,Interstate 60,2002,Adventure|Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller,8.8
6903,Lipstick,1976,Drama,5.3
6905,Storyville,1992,Drama|Thriller,7.2
6906,That Was Then... This Is Now,1985,Drama,7.5
6907,Holy Matrimony,1994,Comedy|Crime,5.8
6908,The Black Scorpion,1957,Sci-Fi,6.3
6909,"Eye, The (Gin gwai) (Jian gui)",2002,Thriller,6.3
6910,Kronos (a.k.a. Captain Kronos: Vampire Hunter),1973,Horror,6.6
6911,The Jolson Story,1946,Musical,5.6
6912,You'll Never Get Rich,1941,Comedy|Musical|Romance,6.5
6913,Frankenstein and the Monster from Hell,1974,Horror,6.6
6914,Preaching to the Perverted,1997,Comedy|Drama,6.6
6915,Chicago Joe and the Showgirl,1990,Drama,6.9
6916,The Magic Sword,1962,Drama|Fantasy,6.7
6917,Promised Land,1987,Drama,5.4
6918,"Unvanquished, The (Aparajito)",1957,Drama,7.1
6919,The Hired Hand,1971,Western,7.0
6920,"Cercle Rouge, Le (Red Circle, The)",1970,Crime|Thriller,7.0
6921,Man of Marble (Czlowiek z Marmuru),1977,Drama,8.0
6923,Sherlock Holmes and the Voice of Terror,1942,Crime|Mystery|War,8.3
6924,Sherlock Holmes Faces Death,1943,Crime|Mystery,6.2
6925,Sherlock Holmes in Washington,1943,Crime|Mystery,6.1
6926,The Solid Gold Cadillac,1956,Comedy,5.6
6927,The Human Stain,2003,Drama|Romance|Thriller,6.7
6928,"Die, Mommie, Die",2003,Comedy,7.3
6929,Dirt,2001,Comedy|Crime,7.4
6930,Girlhood,2003,Documentary,5.5
6931,Mail Order Bride,2003,Comedy,6.4
6932,Shattered Glass,2003,Crime|Drama,5.3
6933,Suspended Animation,2001,Thriller,5.9
6934,The Matrix Revolutions,2003,Action|Adventure|Sci-Fi|Thriller|IMAX,5.3
6935,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup)",2003,Documentary,6.6
6936,Elf,2003,Children|Comedy|Fantasy,3.8
6937,Anything But Love (a.k.a. Standard Time),2002,Musical|Romance,6.0
6938,Billabong Odyssey,2003,Documentary,8.4
6939,Gloomy Sunday (Ein Lied von Liebe und Tod),1999,Drama|Romance,7.6
6940,In My Skin (Dans ma Peau),2002,Drama,6.8
6941,Just an American Boy,2003,Documentary,7.3
6942,Love Actually,2003,Comedy|Drama|Romance,5.7
6943,Love Forbidden (Défense d'aimer),2002,Drama,8.1
6944,Father of the Bride,1991,Comedy,6.1
6945,My Architect: A Son's Journey,2003,Documentary,5.0
6946,Looney Tunes: Back in Action,2003,Action|Animation|Children|Fantasy,5.6
6947,Master and Commander: The Far Side of the World,2003,Adventure|Drama|War,6.4
6948,Tupac: Resurrection,2003,Documentary,6.6
6949,The Big Empty,2003,Comedy|Mystery|Sci-Fi,6.0
6950,The Missing,2003,Adventure|Thriller|Western,4.3
6951,The Cat in the Hat,2003,Children|Comedy,8.1
6952,Gothika,2003,Horror|Thriller,6.9
6953,21 Grams,2003,Crime|Drama|Mystery|Romance|Thriller,3.5
6954,"Barbarian Invasions, The (Les invasions barbares)",2003,Comedy|Crime|Drama|Mystery|Romance,7.3
6955,Blindness,2003,Drama|Thriller,7.4
6956,Blue Gate Crossing (Lan se da men),2002,Drama|Romance,7.3
6957,Bad Santa,2003,Comedy|Crime,5.5
6958,The Haunted Mansion,2003,Children|Comedy|Fantasy|Horror,6.3
6959,Timeline,2003,Action|Adventure|Sci-Fi,6.6
6960,Marquis,1989,Drama,4.5
6961,Damage (Fatale),1992,Drama,6.7
6962,OT: Our Town,2002,Documentary,7.2
6963,Devil's Playground,2002,Documentary,8.4
6964,Dance with a Stranger,1985,Crime|Drama|Thriller,8.1
6965,Journeys with George,2002,Documentary,6.6
6966,Darkman,1990,Action|Crime|Fantasy|Sci-Fi|Thriller,9.8
6967,Dead of Night,1945,Horror|Mystery,5.6
6968,Death Machine,1995,Action|Sci-Fi,6.4
6969,"Dernier Combat, Le (Last Battle, The)",1983,Drama|Sci-Fi,4.4
6970,Desk Set,1957,Comedy|Romance,5.7
6971,Europa (Zentropa),1991,Drama|Thriller,5.4
6972,The Watermelon Woman,1996,Documentary|Drama,9.1
6973,Final Analysis,1992,Drama|Romance|Thriller,6.8
6974,The Freshman,1990,Comedy|Crime,4.4
6975,Funny Games,1997,Drama|Horror|Thriller,8.2
6976,Tales from the Crypt,1972,Horror,6.3
6977,New Jack City,1991,Action|Crime|Drama,6.0
6978,Slacker,1991,Comedy|Drama,6.5
6979,WarGames,1983,Drama|Sci-Fi|Thriller,7.5
6980,Mr. Hobbs Takes a Vacation,1962,Comedy,5.0
6981,"Ordet (Word, The)",1955,Drama,7.5
6982,Forbidden Games (Jeux interdits),1952,Drama|War,6.6
6983,Jane Eyre,1944,Drama|Romance,7.6
6984,A Tale of Two Cities,1935,Drama,5.9
6985,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La)",1928,Drama,7.7
6986,Ben-Hur: A Tale of the Christ,1925,Adventure|Drama|Romance,7.3
6987,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das)",1920,Crime|Fantasy|Horror,8.6
6988,Broken Blossoms or The Yellow Man and the Girl,1919,Drama|Romance,6.0
6989,Gorky Park,1983,Crime|Drama|Thriller,5.8
6990,The Great Train Robbery,1978,Action|Adventure|Comedy|Crime|Drama,5.6
6991,"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,Adventure|Drama|Romance,7.0
6992,Guarding Tess,1994,Comedy|Drama,4.7
6993,Hannah and Her Sisters,1986,Comedy|Drama|Romance,8.3
6994,The Hard Way,1991,Action|Comedy,3.9
6995,Hercules in New York,1970,Action|Comedy|Fantasy,6.3
6996,Highlander II: The Quickening,1991,Action|Sci-Fi,6.2
6997,Hoffa,1992,Crime|Drama,6.7
6998,House of Cards,1993,Drama,5.4
6999,Housesitter,1992,Comedy|Romance,6.6
7000,Hudson Hawk,1991,Action|Adventure|Comedy,6.9
7001,Invasion of the Body Snatchers,1978,Horror|Mystery|Sci-Fi|Thriller,8.5
7002,Mindwalk,1990,Drama,8.6
7003,Kafka,1991,Comedy|Drama|Mystery|Sci-Fi|Thriller,5.8
7004,Kindergarten Cop,1990,Action|Comedy|Crime|Thriller,7.0
7005,King Ralph,1991,Comedy,7.7
7006,Knight Moves,1992,Mystery|Thriller,8.7
7007,The Last Boy Scout,1991,Action|Comedy|Crime|Drama|Thriller,6.5
7008,Last Tango in Paris (Ultimo tango a Parigi),1972,Drama|Romance,7.8
7009,Lorenzo's Oil,1992,Drama,7.8
7010,"Lover, The (Amant, L')",1992,Drama|Romance,5.9
7011,"Bullfighter, The (Matador)",1986,Comedy|Crime|Drama,6.7
7012,Mr. Destiny,1990,Comedy|Fantasy,6.9
7013,The Night of the Hunter,1955,Drama|Film-Noir|Thriller,4.1
7014,Nowhere to Run,1993,Action|Romance,5.8
7015,Only the Lonely,1991,Comedy|Romance,6.3
7016,Over the Top,1987,Action|Drama,6.2
7017,Passenger 57,1992,Action|Thriller,7.1
7018,Presumed Innocent,1990,Crime|Drama|Thriller,6.5
7019,Project X,1987,Comedy|Drama,6.6
7020,Proof,1991,Comedy|Drama|Romance,7.7
7021,Pure Luck,1991,Comedy|Crime,7.1
7022,Battle Royale (Batoru rowaiaru),2000,Action|Drama|Horror|Thriller,4.5
7023,"Wedding Banquet, The (Xi yan)",1993,Comedy|Drama|Romance,8.6
7024,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma)",1976,Drama,6.3
7025,A Midnight Clear,1992,Drama|War,7.1
7026,Summer School,1987,Comedy,7.0
7027,Silverado,1985,Action|Western,4.8
7028,Quick Change,1990,Comedy|Crime,6.1
7029,Rabid,1977,Horror|Thriller,5.1
7030,Radio Flyer,1992,Drama,5.8
7031,The Real McCoy,1993,Action|Crime|Drama|Thriller,6.1
7032,Revenge,1990,Drama|Romance|Thriller,9.4
7033,"Secret of My Succe$s, The (a.k.a. The Secret of My Success)",1987,Comedy|Romance,5.8
7034,Show Me Love (Fucking Åmål),1998,Drama|Romance,5.1
7035,Streets of Fire,1984,Action|Romance,6.2
7036,Teen Wolf,1985,Comedy|Fantasy,7.1
7037,High Heels (Tacones lejanos),1991,Comedy|Drama,7.8
7038,Things You Can Tell Just by Looking at Her,2000,Drama|Romance,5.8
7039,Thunderheart,1992,Crime|Mystery|Thriller,4.8
7040,To Live and Die in L.A.,1985,Action|Crime|Drama|Thriller,6.9
7041,Trapped in Paradise,1994,Comedy|Crime,7.8
7042,Betty Blue (37°2 le matin),1986,Drama|Romance,8.1
7043,Vivre sa vie: Film en douze tableaux (My Life to Live),1962,Drama,6.8
7044,Wild at Heart,1990,Crime|Drama|Mystery|Romance|Thriller,7.3
7045,The Witches,1990,Children|Fantasy,6.3
7046,The Witches of Eastwick,1987,Comedy|Fantasy|Horror|Thriller,9.0
7047,Year of the Dragon,1985,Action|Crime|Drama,6.8
7048,Nothing to Lose,1997,Action|Adventure|Comedy|Crime,5.5
7049,Flying Down to Rio,1933,Comedy|Musical|Romance,6.7
7050,Follow the Fleet,1936,Comedy|Musical|Romance,7.8
7051,"What's New, Pussycat",1965,Comedy,5.9
7052,Mary of Scotland,1936,Drama,4.1
7053,Roberta,1935,Comedy|Musical|Romance,8.3
7054,Little Women,1949,Drama,6.6
7055,Swing Time,1936,Comedy|Musical|Romance,5.7
7056,The Public Enemy,1931,Action|Crime|Drama,7.5
7057,A Midsummer Night's Dream,1935,Comedy|Fantasy|Romance,8.2
7058,Life with Father,1947,Comedy,6.5
7059,National Velvet,1944,Children|Drama,7.0
7060,Jesus Christ Superstar,1973,Drama|Musical,4.0
7061,Dark Victory,1939,Drama|Romance,5.6
7062,Birdman of Alcatraz,1962,Drama,6.4
7063,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes)",1972,Adventure|Drama,6.0
7064,Beauty and the Beast (La belle et la bête),1946,Drama|Fantasy,6.6
7065,The Birth of a Nation,1915,Drama|War,7.4
7066,"Blue Kite, The (Lan feng zheng)",1993,Drama,7.5
7067,Juliet of the Spirits (Giulietta degli spiriti),1965,Comedy|Drama|Fantasy|Romance,5.5
7068,Last Year at Marienbad (L'Année dernière à Marienbad),1961,Drama|Mystery|Romance,5.8
7069,"Macbeth (a.k.a. Tragedy of Macbeth, The)",1971,Drama,7.5
7070,Red River,1948,Action|Adventure|Western,6.7
7071,A Woman Under the Influence,1974,Drama,8.0
7072,Stagecoach,1939,Action|Drama|Romance|Western,6.7
7073,A Shot in the Dark,1964,Comedy|Crime|Mystery,6.2
7074,The Navigator,1924,Comedy,6.9
7075,The Court Jester,1956,Adventure|Comedy|Musical,4.8
7076,Bullitt,1968,Action|Crime|Drama|Thriller,6.3
7077,Way Down East,1920,Drama|Romance,5.2
7078,Jezebel,1938,Drama,7.3
7079,The Hunchback of Notre Dame,1939,Drama,4.5
7080,42nd Street,1933,Drama|Musical|Romance,4.9
7081,I'm No Angel,1933,Comedy,8.0
7082,That Touch of Mink,1962,Comedy|Romance,7.1
7083,Sweet Dreams,1985,Drama,5.4
7084,"Play It Again, Sam",1972,Comedy|Romance,6.1
7085,Send Me No Flowers,1964,Comedy|Romance,5.9
7086,Pygmalion,1938,Comedy|Drama,8.9
7087,A Passage to India,1984,Adventure|Drama,7.7
7088,Black Orpheus (Orfeu Negro),1959,Drama|Romance,9.6
7089,Amarcord,1973,Comedy|Drama,5.3
7090,Hero (Ying xiong),2002,Action|Adventure|Drama,5.7
7091,Horse Feathers,1932,Comedy,7.7
7092,Anna Karenina,1935,Drama|Romance,7.3
7093,The Front Page,1974,Comedy,5.9
7094,Attraction,2000,Drama|Romance|Thriller,8.9
7095,Looking for Mr. Goodbar,1977,Drama,6.0
7096,Rivers and Tides,2001,Documentary,6.4
7097,"Girl From Paris, A (hirondelle a fait le printemps, Une)",2001,Comedy|Drama,6.1
7098,Seven Days to Noon,1950,Drama|Thriller,6.2
